Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(small.intestine),expr(large.intestine),logexprSI,logexprLI
LHFPL3-AS2,6.84E-229,0.371407442,0.411,0.265,2.50E-224,1.067046202,0.82481281,0.028183224,-0.083644603
LHPP,6.92E-119,0.156093696,0.248,0.155,2.53E-114,0.346860072,0.311248699,-0.45984569,-0.506892456
LIAS,4.70E-144,0.31684701,0.178,0.093,1.72E-139,0.207495364,0.166538727,-0.682991602,-0.778484758
LIF,1.33E-64,0.982373154,0.054,0.022,4.86E-60,0.054897195,0.027737347,-1.260449843,-1.556935077
LIG3,8.95E-22,-0.216284432,0.084,0.06,3.28E-17,0.097818096,0.113602346,-1.009580793,-0.944612698
LIG4,5.97E-16,0.176506402,0.033,0.02,2.19E-11,0.037152952,0.032832817,-1.430006677,-1.483691849
LIMD2,4.84E-09,-0.355397523,0.032,0.023,0.000177319,0.070887172,0.090654188,-1.149432349,-1.042612127
LIMS2,2.53E-08,-0.997981234,0.013,0.019,0.00092611,0.045486441,0.090824395,-1.342118039,-1.041797486
LIN28B,1.04E-11,-0.343337224,0.013,0.007,3.82E-07,0.011998964,0.015188277,-1.920856238,-1.818491479
LIN52,1.81E-37,-0.116767228,0.184,0.135,6.63E-33,0.27234565,0.295267003,-0.564879557,-0.529785084
LIN7A,4.49E-221,0.584531621,0.152,0.056,1.64E-216,0.196543758,0.13102259,-0.706540745,-0.88265382
LIN7C,4.87E-57,-0.166033817,0.169,0.114,1.78E-52,0.197922231,0.222025402,-0.703505423,-0.653597335
LINC-PINT,2.09E-39,-1.38055491,0.021,0.039,7.67E-35,0.039315033,0.102353826,-1.405441359,-0.98989592
LINC00106,7.04E-14,-0.111442128,0.048,0.034,2.58E-09,0.054563893,0.058907662,-1.263094653,-1.229828213
LINC00113,3.12E-34,4.249427354,0.01,0.001,1.14E-29,0.012477736,0.000599032,-1.903864217,-3.222549818
LINC00159,2.34E-94,1.015417266,0.064,0.023,8.57E-90,0.064373087,0.03179553,-1.191295666,-1.497633929
LINC00261,4.66E-42,1.501873781,0.038,0.017,1.70E-37,0.096911062,0.034167275,-1.013626649,-1.466389653
LINC00311,2.67E-54,1.420834057,0.02,0.003,9.79E-50,0.021263159,0.0078906,-1.672372218,-2.102889982
LINC00330,3.23E-67,1.160453299,0.03,0.006,1.18E-62,0.029393237,0.013099955,-1.531752589,-1.882730192
LINC00339,2.58E-10,-0.383534851,0.054,0.042,9.46E-06,0.051562221,0.06723068,-1.287668382,-1.172432496
LINC00342,1.33E-08,-0.170719989,0.162,0.139,0.000487166,0.287747133,0.323856663,-0.540988995,-0.489647164
LINC00393,1.73E-38,-2.215643295,0.008,0.019,6.35E-34,0.010734415,0.049887507,-1.969221625,-1.302008196
LINC00472,1.23E-124,0.338426668,0.064,0.017,4.50E-120,0.107180536,0.084726004,-0.969884074,-1.071983275
LINC00476,1.29E-10,-0.160403605,0.101,0.083,4.72E-06,0.135287103,0.151159393,-0.868743602,-0.82056486
LINC00479,9.04E-25,0.437426866,0.02,0.009,3.31E-20,0.020245275,0.014905727,-1.693676322,-1.826646828
LINC00511,0,-1.257479241,0.243,0.368,0,0.697379792,1.667265142,-0.156530641,0.22200467
LINC00513,3.69E-286,-1.96051374,0.026,0.088,1.35E-281,0.055277018,0.215151994,-1.257455392,-0.667254624
LINC00526,1.47E-76,0.151207416,0.08,0.038,5.38E-72,0.065209961,0.058679913,-1.18568606,-1.231510537
LINC00535,2.62E-41,0.280375545,0.042,0.02,9.59E-37,0.054013612,0.044430702,-1.26749678,-1.352316829
LINC00543,1.18E-99,0.547362649,0.093,0.041,4.32E-95,0.092835951,0.063479443,-1.03228381,-1.19736689
LINC00571,3.26E-25,-0.154246937,0.183,0.142,1.19E-20,0.293593484,0.326685216,-0.532253588,-0.485870519
LINC00574,1.14E-88,1.020117626,0.057,0.02,4.17E-84,0.051024614,0.025110106,-1.292220273,-1.600151463
LINC00589,1.26E-34,-2.352860596,0.003,0.01,4.60E-30,0.004337748,0.022194671,-2.362735669,-1.653751282
LINC00598,5.73E-15,-1.014063191,0.012,0.02,2.10E-10,0.017754136,0.035835228,-1.750700456,-1.445689831
LINC00605,6.39E-19,0.759972268,0.017,0.008,2.34E-14,0.012455735,0.007308083,-1.90463065,-2.136196554
LINC00616,6.93E-34,2.970559553,0.014,0.003,2.54E-29,0.044731188,0.005651042,-1.349389564,-2.247871491
LINC00618,6.44E-10,0.62974065,0.01,0.005,2.36E-05,0.008965337,0.005748131,-2.04743338,-2.240473312
LINC00623,1.70E-23,-0.453217851,0.181,0.14,6.20E-19,0.236420201,0.323647841,-0.626315417,-0.489927286
LINC00630,8.97E-15,-0.181019151,0.071,0.053,3.28E-10,0.08734689,0.098986667,-1.058752556,-1.004423298
LINC00649,4.92E-44,0.377314859,0.055,0.029,1.80E-39,0.064159134,0.049350308,-1.192741507,-1.306710131
LINC00662,1.90E-14,-0.366870502,0.155,0.125,6.97E-10,0.203035682,0.261790889,-0.692427632,-0.582045472
LINC00663,2.96E-09,0.117213483,0.03,0.022,0.00010817,0.033965097,0.031273654,-1.46896714,-1.50482138
LINC00665,1.34E-272,0.924940541,0.225,0.101,4.90E-268,0.347225641,0.182836221,-0.459388212,-0.737937764
LINC00667,2.02E-175,0.449112319,0.237,0.132,7.39E-171,0.307374527,0.225105299,-0.512332126,-0.647614281
LINC00685,8.46E-30,0.139311586,0.135,0.1,3.10E-25,0.198497777,0.180185222,-0.702244353,-0.744280832
LINC00853,2.69E-12,-0.584684723,0.018,0.01,9.85E-08,0.01270821,0.019028227,-1.895915604,-1.720601679
LINC00862,7.24E-11,-0.182620737,0.024,0.015,2.65E-06,0.028336614,0.032123341,-1.547652045,-1.493179296
LINC00865,2.70E-11,-0.339461138,0.04,0.029,9.87E-07,0.039245615,0.049622119,-1.40620886,-1.304324694
LINC00870,6.64E-19,-0.16874855,0.022,0.011,2.43E-14,0.017727837,0.01989024,-1.751344238,-1.701359977
LINC00880,1.33E-07,-1.157326843,0.006,0.01,0.004869423,0.009138429,0.020365705,-2.039128438,-1.691100554
LINC00893,1.52E-26,-1.089875407,0.039,0.057,5.56E-22,0.053423264,0.113695573,-1.27226958,-0.944256444
LINC00894,1.43E-08,-0.360521712,0.16,0.136,0.000524618,0.229875044,0.295099909,-0.638508174,-0.530030925
LINC00907,8.73E-111,1.914629249,0.066,0.021,3.20E-106,0.269074659,0.071316286,-0.570127201,-1.146811284
LINC00910,2.19E-34,-0.977517178,0.158,0.189,8.03E-30,0.331660083,0.653041383,-0.479306795,-0.185059297
LINC00923,6.19E-35,0.204960401,0.095,0.063,2.27E-30,0.132714622,0.115096195,-0.877081226,-0.938939033
LINC00926,1.79E-12,-0.559542016,0.048,0.034,6.54E-08,0.043237914,0.063693199,-1.364135262,-1.195906938
LINC00937,8.96E-24,-0.135002502,0.039,0.022,3.28E-19,0.042021716,0.046106027,-1.376526213,-1.336242303
LINC00939,5.33E-09,-0.31093729,0.017,0.011,0.000195215,0.019029266,0.023570878,-1.720577961,-1.627624244
LINC00960,6.05E-12,-0.365072301,0.111,0.09,2.21E-07,0.154100461,0.19843879,-0.812196062,-0.702373431
LINC00964,3.72E-12,0.532899637,0.013,0.006,1.36E-07,0.012803026,0.008803718,-1.892687389,-2.055333893
LINC00970,1.66E-15,-1.53642981,0.008,0.015,6.06E-11,0.012559697,0.036427961,-1.901020852,-1.438565138
LINC00992,1.65E-157,0.993970226,0.11,0.041,6.03E-153,0.111196523,0.055782373,-0.953908793,-1.253503015
LINC01001,3.31E-17,0.162433071,0.027,0.016,1.21E-12,0.030747983,0.027432286,-1.512183365,-1.561738004
LINC01003,8.08E-14,-0.159053355,0.071,0.054,2.96E-09,0.06695229,0.074718405,-1.174234564,-1.126572406
LINC01006,9.51E-79,0.23597256,0.225,0.152,3.48E-74,0.340862543,0.289388238,-0.467420721,-0.538519125
LINC01011,7.37E-22,0.155946802,0.032,0.018,2.70E-17,0.029874881,0.026772512,-1.52469381,-1.572310877
LINC01031,3.10E-18,-2.080215399,0.007,0.015,1.13E-13,0.010431516,0.044131512,-1.981652567,-1.355251195
LINC01088,5.44E-121,0.945501404,0.068,0.02,1.99E-116,0.080391342,0.041694695,-1.09479072,-1.379919199
LINC01089,5.23E-08,-0.225092261,0.058,0.047,0.001914748,0.070900896,0.082836156,-1.149348275,-1.081780063
LINC01091,0,0.756513327,0.365,0.186,0,0.966496061,0.572046232,-0.014799912,-0.24256887
LINC01094,2.55E-14,-1.358675263,0.005,0.01,9.33E-10,0.006558427,0.016808205,-2.183200312,-1.774478676
LINC01099,3.82E-09,-0.158778915,0.162,0.139,0.000139761,0.436594914,0.487351723,-0.359921328,-0.312157495
LINC01106,9.00E-135,0.621027708,0.119,0.052,3.29E-130,0.108713238,0.070640144,-0.963717569,-1.150948421
LINC01116,8.85E-33,-1.316574228,0.019,0.034,3.24E-28,0.042854032,0.106726027,-1.368008311,-0.971729658
LINC01117,3.34E-17,-0.956970924,0.005,0.011,1.22E-12,0.017580752,0.034105974,-1.754962546,-1.467169543
LINC01123,4.50E-90,0.431416323,0.068,0.026,1.65E-85,0.057163886,0.042344584,-1.242878256,-1.373202129
LINC01135,6.32E-18,-1.242477829,0.037,0.051,2.31E-13,0.040370998,0.095505118,-1.393930516,-1.019973356
LINC01137,7.52E-43,-0.133441179,0.063,0.034,2.75E-38,0.061532265,0.067457351,-1.210897096,-1.170970717
LINC01146,6.62E-63,-1.596091646,0.035,0.064,2.42E-58,0.045440012,0.137373268,-1.342561564,-0.862097771
LINC01170,1.54E-22,1.309330597,0.016,0.006,5.64E-18,0.033874951,0.013618256,-1.47012132,-1.865878519
LINC01176,6.97E-32,-0.917900703,0.024,0.041,2.55E-27,0.028775732,0.054344575,-1.540973614,-1.264843807
LINC01220,8.61E-13,-1.249231756,0.017,0.026,3.15E-08,0.020884156,0.049630433,-1.680183075,-1.304251932
LINC01226,6.56E-38,-1.840539737,0.016,0.032,2.40E-33,0.020527153,0.073524595,-1.687671286,-1.13356736
LINC01266,2.13E-78,0.447993018,0.072,0.032,7.80E-74,0.109265014,0.080053517,-0.961518874,-1.096619586
LINC01268,7.41E-27,0.117377827,0.037,0.02,2.71E-22,0.043201025,0.039784332,-1.364505952,-1.400287927
LINC01278,4.59E-38,-0.148220579,0.176,0.128,1.68E-33,0.270452682,0.299678529,-0.567908707,-0.523344372
LINC01285,2.64E-18,0.35851588,0.02,0.01,9.67E-14,0.021469722,0.016702022,-1.66817357,-1.77723096
LINC01301,1.61E-12,-0.263257355,0.068,0.051,5.88E-08,0.074052057,0.088840279,-1.130462875,-1.051390084
LINC01320,5.73E-12,0.263239697,0.014,0.008,2.10E-07,0.019246998,0.015994218,-1.715636993,-1.796036986
LINC01340,1.55E-19,0.46254382,0.019,0.009,5.69E-15,0.020423959,0.01477714,-1.689860071,-1.830409619
LINC01341,5.08E-17,0.345170239,0.024,0.013,1.86E-12,0.024719815,0.019416301,-1.606954781,-1.711833502
LINC01344,1.14E-72,-1.91960167,0.016,0.039,4.18E-68,0.023477171,0.088830041,-1.629354233,-1.051440139
LINC01355,1.06E-16,0.23501212,0.031,0.019,3.87E-12,0.033569704,0.028481071,-1.474052493,-1.545443676
LINC01356,2.13E-11,-0.752268174,0.009,0.015,7.80E-07,0.00950162,0.015977875,-2.02220232,-1.796480971
LINC01362,6.73E-40,-1.610125378,0.004,0.013,2.46E-35,0.00955984,0.029182242,-2.019549357,-1.53488134
LINC01389,1.25E-86,-1.743585214,0.022,0.051,4.57E-82,0.025963345,0.086946048,-1.585639354,-1.060750154
LINC01446,4.10E-23,0.818039457,0.027,0.014,1.50E-18,0.046398269,0.026270113,-1.333498224,-1.580538059
LINC01460,3.17E-54,1.72922333,0.021,0.003,1.16E-49,0.014619631,0.004357057,-1.835063575,-2.360806741
LINC01500,6.11E-71,0.402512477,0.048,0.017,2.24E-66,0.052309883,0.039530425,-1.28141625,-1.403068519
LINC01503,2.45E-31,0.255720727,0.024,0.01,8.95E-27,0.02629016,0.021977227,-1.580206778,-1.6580271
LINC01515,1.10E-96,0.116952515,0.37,0.268,4.04E-92,1.019527637,0.940099526,0.008399003,-0.026826167
LINC01517,4.04E-18,0.195528526,0.014,0.006,1.48E-13,0.012405895,0.010791555,-1.906371893,-1.966915975
LINC01534,2.09E-18,-0.130328585,0.023,0.012,7.63E-14,0.018226827,0.019912182,-1.739288926,-1.700881146
LINC01547,9.28E-08,-0.245255002,0.011,0.006,0.00339568,0.009133948,0.010790294,-2.039341463,-1.966966742
LINC01558,3.14E-12,-0.422835767,0.044,0.031,1.15E-07,0.04151643,0.055621921,-1.381779999,-1.254754013
LINC01560,1.32E-23,0.211837411,0.046,0.029,4.85E-19,0.043861859,0.037829836,-1.35791297,-1.422165544
LINC01572,1.71E-49,0.221670102,0.241,0.181,6.24E-45,0.621498297,0.53293739,-0.206560057,-0.273323809
LINC01574,3.17E-89,-2.318563889,0.005,0.021,1.16E-84,0.005965905,0.029793726,-2.224323694,-1.525875178
LINC01578,1.64E-51,-0.821136559,0.268,0.3,5.99E-47,0.505195686,0.892552878,-0.296540367,-0.049366045
LINC01588,4.73E-07,-0.978972894,0.055,0.064,0.017306281,0.070444888,0.138829459,-1.152150515,-0.857518369
LINC01594,1.54E-126,1.04306378,0.085,0.03,5.64E-122,0.107473123,0.052107195,-0.968700132,-1.283102302
LINC01597,2.71E-94,1.042074434,0.045,0.011,9.92E-90,0.036013586,0.017440179,-1.443533626,-1.758449051
LINC01605,3.46E-10,-0.32360507,0.102,0.084,1.27E-05,0.130602994,0.163408637,-0.884046869,-0.786724994
LINC01612,4.19E-59,-2.884182048,0.006,0.02,1.53E-54,0.006290361,0.046518604,-2.201324441,-1.33237333
LINC01619,1.13E-09,-0.720457,0.136,0.15,4.13E-05,0.272952815,0.449717717,-0.563912422,-0.347060003
LINC01645,3.44E-149,-2.528642148,0.01,0.04,1.26E-144,0.018545233,0.107059296,-1.731767707,-0.970375617
LINC01687,1.52E-127,-3.90080052,0.002,0.017,5.55E-123,0.002767319,0.041551397,-2.557940828,-1.381414375
LINC01695,1.09E-103,0.918260181,0.052,0.013,3.99E-99,0.058772926,0.031051252,-1.230822684,-1.507920887
LINC01697,0,1.930289571,0.284,0.06,0,0.509551206,0.13364111,-0.292812166,-0.874059926
LINC01719,1.63E-09,-0.448313877,0.012,0.006,5.96E-05,0.008375763,0.011395361,-2.076975624,-1.943271921
LINC01732,4.14E-56,0.640337992,0.027,0.006,1.52E-51,0.026505838,0.016958968,-1.576658466,-1.770600567
LINC01738,3.08E-184,-2.283622971,0.007,0.036,1.13E-179,0.010676595,0.052015739,-1.971567223,-1.283865227
LINC01752,4.17E-11,-1.470162231,0.014,0.021,1.53E-06,0.010648465,0.029494827,-1.972713009,-1.530254152
LINC01762,2.38E-19,0.135715262,0.026,0.014,8.70E-15,0.026187769,0.023795341,-1.581901496,-1.623508074
LINC01811,1.63E-71,2.215201916,0.032,0.007,5.97E-67,0.122820394,0.02639614,-0.910729512,-1.578459573
LINC01814,1.44E-11,-0.322324907,0.06,0.046,5.28E-07,0.0649067,0.081120693,-1.187710473,-1.090868349
LINC01843,1.46E-23,-0.253436719,0.092,0.065,5.34E-19,0.085563718,0.101959591,-1.067710351,-0.991571916
LINC01852,9.01E-09,-0.409198612,0.019,0.012,0.000329827,0.015621676,0.020711197,-1.806272386,-1.683794792
LINC01876,4.77E-21,-0.155183991,0.262,0.214,1.75E-16,0.703922801,0.783825313,-0.152474967,-0.105780716
LINC01900,1.21E-18,-1.627553178,0.009,0.017,4.44E-14,0.011193665,0.034585936,-1.951027705,-1.461100461
LINC01909,6.35E-09,-1.315913203,0.009,0.014,0.000232576,0.007311134,0.01818956,-2.136015238,-1.740177815
LINC01924,6.87E-46,2.991042602,0.018,0.003,2.52E-41,0.079371921,0.009927619,-1.100333106,-2.003154899
LINC02006,2.86E-106,-2.120113735,0.033,0.071,1.05E-101,0.067431779,0.293166872,-1.171135382,-0.532885107
LINC02018,3.49E-11,-0.321394681,0.18,0.15,1.28E-06,0.260442323,0.325397543,-0.58428844,-0.487585731
LINC02026,2.26E-15,-1.45127076,0.005,0.01,8.28E-11,0.005301056,0.014487944,-2.275637591,-1.838993249
LINC02035,4.14E-08,0.457554746,0.013,0.008,0.001515631,0.01326854,0.009617815,-1.877176875,-2.016923582
LINC02057,4.85E-44,-1.540615186,0.014,0.03,1.77E-39,0.019241187,0.055971658,-1.715768131,-1.252031828
LINC02076,1.21E-14,-1.151109771,0.008,0.015,4.42E-10,0.014385824,0.031931541,-1.84206525,-1.495780127
LINC02086,0,-2.775468954,0.013,0.069,0,0.022950932,0.157212528,-1.639199678,-0.803512848
LINC02175,5.70E-11,-0.101439526,0.044,0.032,2.09E-06,0.045321665,0.048584787,-1.343694148,-1.313499694
LINC02197,1.96E-12,0.902133126,0.013,0.007,7.18E-08,0.046135618,0.024638794,-1.33596366,-1.608380546
LINC02200,2.80E-46,0.935166715,0.019,0.004,1.02E-41,0.020713253,0.010784294,-1.683751689,-1.96720828
LINC02220,7.61E-144,2.673271028,0.045,0.004,2.79E-139,0.058578342,0.009128281,-1.232262921,-2.039611
LINC02232,1.09E-47,0.901508722,0.02,0.004,4.00E-43,0.021221351,0.011312215,-1.673226975,-1.94645233
LINC02250,5.05E-31,-1.497876567,0.009,0.02,1.85E-26,0.015409611,0.043514778,-1.812208314,-1.361363229
LINC02256,3.57E-09,-0.45246196,0.059,0.046,0.000130672,0.116270951,0.159069243,-0.934528777,-0.798413785
LINC02265,4.00E-10,-1.440578415,0.01,0.016,1.47E-05,0.013442001,0.036477475,-1.871536092,-1.43797523
LINC02278,1.32E-25,-2.211818497,0.003,0.01,4.85E-21,0.004727457,0.021927505,-2.32537245,-1.659010785
LINC02298,9.23E-67,0.458796847,0.052,0.021,3.38E-62,0.042662557,0.030996363,-1.369953118,-1.508689258
LINC02301,4.25E-08,0.225058284,0.019,0.012,0.001556621,0.021147645,0.018050835,-1.674737985,-1.743502711
LINC02313,4.30E-32,0.964594249,0.031,0.014,1.57E-27,0.024177562,0.012340568,-1.616587497,-1.908664862
LINC02315,1.61E-39,0.165059986,0.086,0.054,5.88E-35,0.161601578,0.144089476,-0.791554404,-0.841367738
LINC02320,3.06E-38,-1.949961301,0.004,0.013,1.12E-33,0.00633649,0.024494942,-2.198151258,-1.610923585
LINC02323,9.49E-16,-0.45488105,0.05,0.034,3.47E-11,0.05035449,0.068986589,-1.297961796,-1.16123533
LINC02334,1.77E-07,-0.160219375,0.022,0.016,0.006480817,0.030095284,0.033592745,-1.52150155,-1.473754506
LINC02343,8.62E-22,-0.934749336,0.005,0.012,3.16E-17,0.013026545,0.024878151,-1.885170759,-1.604181904
LINC02352,4.49E-07,-0.296050732,0.024,0.018,0.016438868,0.02130005,0.026116336,-1.671619368,-1.583087747
LINC02362,5.41E-10,0.133782924,0.027,0.019,1.98E-05,0.02730171,0.0248426,-1.563810149,-1.604802961
LINC02365,3.23E-15,-0.111434367,0.014,0.006,1.18E-10,0.014629368,0.015766007,-1.834774442,-1.802278288
LINC02381,0,1.907233439,0.156,0.021,0,0.251159731,0.066906938,-0.600049991,-1.174528845
LINC02428,1.55E-28,0.89060992,0.017,0.005,5.67E-24,0.020293078,0.010897739,-1.692652066,-1.962663581
LINC02441,6.20E-80,-3.66007583,0.002,0.012,2.27E-75,0.001825269,0.023248114,-2.738673156,-1.633612277
LINC02453,7.59E-19,-0.107555233,0.03,0.017,2.78E-14,0.023412454,0.025186421,-1.630553072,-1.598833538
LINC02457,1.20E-152,-2.727826284,0.009,0.037,4.38E-148,0.017181896,0.113886379,-1.764928902,-0.943528215
LINC02478,2.64E-28,1.614025417,0.011,0.002,9.66E-24,0.007560817,0.002418038,-2.12143128,-2.616536914
LINC02499,7.78E-63,1.541706149,0.021,0.002,2.85E-58,0.020901289,0.007127491,-1.679826938,-2.147063344
LINC02535,2.02E-54,0.52583216,0.074,0.04,7.41E-50,0.073081339,0.050714043,-1.136193506,-1.294871769
LINC02541,8.09E-09,-0.995098071,0.011,0.016,0.000296067,0.012216628,0.024329028,-1.913048646,-1.613875249
LINC02595,7.76E-59,1.199741071,0.04,0.014,2.84E-54,0.043481873,0.018880007,-1.361691753,-1.723997858
LINC02604,2.91E-13,-0.3349947,0.014,0.007,1.07E-08,0.010621395,0.01336274,-1.973818454,-1.874104481
LINC02609,5.33E-92,1.555108424,0.039,0.008,1.95E-87,0.03878236,0.01314603,-1.411365771,-1.881205387
LINC02640,2.10E-37,1.396374278,0.018,0.005,7.69E-33,0.016064219,0.006051524,-1.794140381,-2.218135265
LINC02641,1.18E-07,-0.687345911,0.008,0.012,0.004306911,0.011218671,0.018037246,-1.950058574,-1.743829781
LINC02672,2.84E-25,-1.188266951,0.083,0.106,1.04E-20,0.134410367,0.306276678,-0.871567232,-0.513886072
LINC02691,3.38E-15,0.294921674,0.029,0.018,1.24E-10,0.043279749,0.035235044,-1.363715266,-1.453025185
LINC02709,1.95E-21,-1.622245962,0.007,0.015,7.12E-17,0.010383841,0.031965652,-1.98364198,-1.495316435
LINC02714,1.54E-29,1.665316187,0.015,0.004,5.65E-25,0.01043323,0.003237157,-1.981581236,-2.48983617
LINC02718,3.18E-190,1.784940854,0.086,0.02,1.17E-185,0.108666391,0.031481027,-0.963904756,-1.501951114
LINC02725,3.12E-52,1.95226912,0.017,0.002,1.14E-47,0.027897843,0.007155841,-1.554429367,-2.145339334
LINC02753,2.75E-68,-2.106925395,0.01,0.027,1.01E-63,0.02075884,0.089444501,-1.682796927,-1.048446356
LINC02754,3.82E-94,0.145306528,0.14,0.077,1.40E-89,0.153794523,0.139017685,-0.813059131,-0.856929947
LINC02762,2.84E-13,-0.705985907,0.035,0.024,1.04E-08,0.052061526,0.084897833,-1.28348311,-1.071103395
LINC02777,1.11E-08,-0.894106682,0.016,0.01,0.00040613,0.015315757,0.028439876,-1.814861533,-1.546072306
LINC02802,1.96E-151,0.28353059,0.222,0.125,7.19E-147,0.327133473,0.268722777,-0.485275016,-0.570695521
LINGO1,3.18E-53,-0.959292693,0.062,0.095,1.16E-48,0.613931414,1.193679228,-0.211880144,0.076887637
LIPA,0,1.086019568,0.262,0.094,0,0.533845431,0.251423508,-0.27258447,-0.599594119
LIPC,5.19E-36,1.283749219,0.022,0.007,1.90E-31,0.022028212,0.008997148,-1.657020758,-2.045895142
LIPG,2.40E-42,-1.087939557,0.122,0.155,8.77E-38,0.153029909,0.325277112,-0.815223679,-0.487746495
LIPH,0,-2.517177586,0.156,0.385,0,0.404799317,2.31736571,-0.392760229,0.364994576
LIPT2,1.61E-74,0.502470277,0.069,0.03,5.90E-70,0.06076544,0.042849141,-1.216343356,-1.36805788
LITAF,1.16E-78,-1.092306172,0.158,0.208,4.23E-74,0.340291345,0.725532002,-0.468149097,-0.139343427
LIX1,1.18E-11,-1.105388744,0.013,0.007,4.32E-07,0.015368974,0.033048957,-1.813355137,-1.480842241
LLGL2,1.14E-123,-1.066682578,0.396,0.434,4.19E-119,0.988284606,2.070052661,-0.005117969,0.315981394
LMAN2,1.59E-195,0.320309979,0.448,0.309,5.84E-191,1.10646352,0.886120915,0.0439371,-0.052507013
LMAN2L,2.39E-89,0.223757261,0.162,0.097,8.76E-85,0.203818469,0.174494109,-0.690756464,-0.75821923
LMF1,1.57E-26,-0.246381482,0.14,0.105,5.74E-22,0.188182611,0.223191327,-0.725420511,-0.651322687
LMNA,7.93E-209,-1.116278818,0.417,0.474,2.90E-204,1.311683094,2.843541414,0.117828921,0.453859558
LMNB1,1.97E-19,-0.30885475,0.151,0.119,7.22E-15,0.25362674,0.31413831,-0.59580496,-0.502879097
LMNB2,6.79E-39,-0.217750806,0.119,0.081,2.49E-34,0.159367843,0.18529531,-0.797599306,-0.732135572
LMNTD2,7.82E-07,-1.377670646,0.011,0.016,0.028624012,0.010722748,0.027852669,-1.969693882,-1.555133177
LMOD3,4.38E-09,-1.023060414,0.012,0.018,0.000160339,0.0188785,0.038344733,-1.724032508,-1.41629428
LMTK3,2.43E-18,-0.390244429,0.097,0.073,8.89E-14,0.102081215,0.133755323,-0.99105417,-0.873688926
LNCSRLR,3.74E-16,0.255454315,0.027,0.016,1.37E-11,0.027511664,0.02300458,-1.560483141,-1.6381857
LNP1,6.80E-08,-0.425530096,0.033,0.024,0.002488839,0.035120003,0.047135182,-1.45444545,-1.326654811
LNPEP,1.44E-118,0.229853666,0.23,0.141,5.26E-114,0.362337456,0.308930588,-0.44088677,-0.510139088
LNPK,9.20E-13,-0.305975432,0.17,0.14,3.37E-08,0.221851952,0.27423015,-0.653936745,-0.561884799
LONRF1,7.98E-33,-0.808136858,0.097,0.126,2.92E-28,0.133671553,0.234026236,-0.873961007,-0.630735452
LONRF3,3.22E-07,-0.833694663,0.055,0.064,0.011800642,0.071192964,0.126857988,-1.147562925,-0.896682182
LOX,3.30E-25,-0.166601376,0.017,0.006,1.21E-20,0.032520967,0.036464548,-1.487836543,-1.43812916
LOXL1,1.46E-25,-0.287261649,0.026,0.012,5.35E-21,0.043197592,0.052679412,-1.364540457,-1.278359083
LOXL1-AS1,2.46E-36,0.593280523,0.017,0.004,8.99E-32,0.012703274,0.008374366,-1.896084331,-2.077048049
LPAR3,7.19E-60,-2.134904577,0.005,0.018,2.63E-55,0.005463757,0.024019987,-2.262508625,-1.619427229
LPAR5,4.83E-08,-0.651915029,0.077,0.088,0.00176781,0.094338346,0.148200257,-1.025311741,-0.829151043
LPCAT2,4.50E-56,-1.048197005,0.038,0.066,1.65E-51,0.067524087,0.139616041,-1.170541281,-0.855064681
LPCAT3,9.73E-149,0.263429237,0.302,0.192,3.56E-144,0.528785415,0.440491266,-0.276720532,-0.356062698
LPCAT4,8.26E-10,-0.105672441,0.125,0.104,3.02E-05,0.151280903,0.162739411,-0.820215893,-0.78850726
LPGAT1,1.39E-134,0.837074581,0.376,0.272,5.09E-130,1.792806534,1.003525081,0.253533426,0.001528231
LPIN2,2.08E-08,-0.475550955,0.271,0.232,0.000762363,0.512876313,0.713095992,-0.289987358,-0.146852004
LPP,1.15E-43,-0.367289647,0.661,0.637,4.21E-39,4.439278608,5.726311954,0.647312402,0.757875004
LPXN,3.42E-07,-0.505110586,0.108,0.091,0.012503771,0.150791324,0.213975996,-0.821623645,-0.669634943
LRAT,5.04E-182,0.655604662,0.138,0.055,1.84E-177,0.218015126,0.138351735,-0.661513373,-0.859015389
LRATD2,2.49E-31,-0.205218121,0.119,0.084,9.12E-27,0.114080254,0.131481843,-0.942789519,-0.881134218
LRBA,2.66E-09,-0.101350659,0.551,0.483,9.72E-05,2.293396002,2.460264981,0.360479051,0.390981885
LRCH3,5.93E-37,-0.117790206,0.278,0.216,2.17E-32,0.514621152,0.558362745,-0.288512367,-0.253083566
LRFN3,1.40E-10,0.410074447,0.017,0.01,5.12E-06,0.019685148,0.014770591,-1.705861324,-1.83060212
LRFN4,7.41E-51,0.682049025,0.049,0.022,2.71E-46,0.052111813,0.032433698,-1.283063816,-1.489003529
LRG1,1.03E-14,-0.124494835,0.056,0.04,3.75E-10,0.056366018,0.061408115,-1.248982642,-1.211774233
LRIG3,2.35E-155,0.272986361,0.256,0.152,8.60E-151,0.438165792,0.362585274,-0.358361532,-0.440589838
LRMDA,0,0.478698114,0.193,0.06,0,0.58228784,0.417819473,-0.234862279,-0.379011323
LRMP,9.98E-47,0.59591562,0.048,0.022,3.65E-42,0.104994306,0.069420979,-0.978834251,-1.158509267
LRP2,1.67E-174,1.250762853,0.083,0.021,6.10E-170,0.112429542,0.047195558,-0.949119558,-1.326098879
LRP4,2.77E-19,-0.681620049,0.017,0.028,1.01E-14,0.042007964,0.067349745,-1.376668363,-1.171664046
