Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,logEpithelialcells,logGobletcells
DPH6,6.28E-37,0.268376326,0.283,0.244,2.30E-32,0.638867523,0.769440953,-0.194589189,-0.113824702
AC008438.1,8.24E-07,0.26812793,0.05,0.043,0.030175873,0.066328168,0.079831302,-1.178301998,-1.097826789
ZDHHC17,6.66E-34,0.26775752,0.15,0.119,2.44E-29,0.254874424,0.306808233,-0.593673743,-0.513132991
UBFD1,5.90E-15,0.267723373,0.058,0.045,2.16E-10,0.077669145,0.09346238,-1.109751475,-1.029363163
TRUB2,1.14E-34,0.267551284,0.118,0.091,4.16E-30,0.147170141,0.177113948,-0.832180294,-0.751747237
SEL1L3,0,0.267448795,0.494,0.364,0,1.34696558,1.621268027,0.129356498,0.209854818
PAAF1,7.61E-40,0.267215299,0.098,0.072,2.78E-35,0.125834743,0.151395912,-0.900199435,-0.819885852
ANAPC15,3.67E-41,0.266907482,0.169,0.134,1.34E-36,0.236897554,0.284997249,-0.625439423,-0.545159332
SAMD12,3.37E-126,0.266601602,0.529,0.437,1.23E-121,1.606673577,1.932737351,0.205927651,0.28617284
GCC2,1.64E-165,0.266596614,0.548,0.442,6.00E-161,1.399409092,1.683398411,0.145944691,0.226186913
SCAMP2,1.24E-110,0.266449105,0.331,0.257,4.56E-106,0.560467246,0.67411044,-0.251449762,-0.171268947
ENAH,8.99E-43,0.266386474,0.198,0.161,3.29E-38,0.346193065,0.416354027,-0.460681637,-0.38053723
AL031963.3,6.37E-07,0.266246618,0.017,0.013,0.023330535,0.02230644,0.026783374,-1.651569743,-1.572134715
TTC3,8.82E-111,0.26619024,0.563,0.486,3.23E-106,1.788441157,2.150785074,0.252474656,0.332597014
SLC30A5,4.54E-54,0.266061474,0.209,0.166,1.66E-49,0.33311092,0.400528685,-0.47741113,-0.397366375
EXOC7,2.86E-44,0.26592323,0.158,0.123,1.05E-39,0.22553279,0.271137792,-0.646790308,-0.566809945
GNAL,1.15E-09,0.265908803,0.03,0.023,4.20E-05,0.042349908,0.050877222,-1.373147524,-1.293476608
ZNF263,3.16E-15,0.265899935,0.07,0.056,1.16E-10,0.096443145,0.115917851,-1.015728636,-0.935849679
ASPA,3.07E-30,0.265836369,0.079,0.057,1.12E-25,0.100171421,0.12039537,-0.999256167,-0.919390214
HOXA10,4.55E-24,0.265729162,0.084,0.065,1.67E-19,0.110076789,0.132295084,-0.958304249,-0.878456292
GPR107,3.31E-74,0.265664744,0.195,0.146,1.21E-69,0.31151041,0.37445063,-0.506527436,-0.426605435
ENTPD2,1.40E-31,0.265458388,0.073,0.052,5.14E-27,0.084881926,0.10198557,-1.071184776,-0.991461271
DDX3X,1.27E-194,0.265448728,0.438,0.329,4.65E-190,0.872798256,1.049068084,-0.05908613,0.020803675
CCDC9B,2.03E-14,0.265284884,0.026,0.018,7.44E-10,0.033936231,0.040743026,-1.469336397,-1.389946719
ZC3H12C,1.70E-51,0.265258418,0.172,0.132,6.24E-47,0.269726825,0.324127511,-0.56907586,-0.489284105
CHD7,3.79E-74,0.264914266,0.365,0.309,1.39E-69,0.880698711,1.058172404,-0.055172639,0.024556432
TASP1,7.39E-50,0.264232226,0.312,0.267,2.70E-45,0.663390526,0.796685822,-0.178230735,-0.098712912
LSM3,3.25E-128,0.263963699,0.379,0.292,1.19E-123,0.656786324,0.788607391,-0.182575899,-0.103139157
SLC2A4RG,2.70E-12,0.263788374,0.065,0.052,9.88E-08,0.091111065,0.109346396,-1.040428879,-0.961195526
DGLUCY,9.01E-74,0.263526336,0.302,0.245,3.30E-69,0.581818597,0.698376386,-0.235212401,-0.155910453
AF111167.1,9.28E-16,0.263201112,0.016,0.009,3.40E-11,0.021392138,0.025629493,-1.669745818,-1.591259989
DMWD,6.24E-12,0.263194687,0.038,0.029,2.28E-07,0.046148876,0.055340765,-1.335838874,-1.256954842
BEX2,1.71E-19,0.263189097,0.066,0.051,6.26E-15,0.083621377,0.100312374,-1.077682685,-0.998645493
CDC25B,1.90E-29,0.263080929,0.064,0.045,6.97E-25,0.091077227,0.109252158,-1.040590199,-0.961569977
TMC7,4.81E-18,0.263069498,0.096,0.078,1.76E-13,0.147729411,0.177235566,-0.830533033,-0.751449123
NDUFS6,5.05E-189,0.26291334,0.615,0.494,1.85E-184,1.6778536,2.013211328,0.224754064,0.303889365
FAM133B,1.06E-92,0.262669563,0.343,0.274,3.88E-88,0.628342,0.753775701,-0.20180391,-0.122757867
SLC25A23,1.69E-60,0.262581228,0.19,0.146,6.19E-56,0.282176226,0.338461081,-0.54947958,-0.470491263
C11orf65,7.33E-09,0.262342939,0.027,0.021,0.000268203,0.040495497,0.048527267,-1.392593264,-1.314014164
HMGCS1,1.36E-154,0.261878231,0.311,0.223,5.00E-150,0.61430092,0.736526534,-0.211618834,-0.132811603
CDIPT,5.70E-46,0.261636527,0.139,0.105,2.09E-41,0.177934886,0.213271026,-0.749738895,-0.671068141
C15orf48,4.36E-304,0.261479445,0.74,0.592,1.60E-299,5.661479351,6.786412671,0.752929928,0.831640265
ZNF302,4.91E-27,0.261434847,0.155,0.128,1.80E-22,0.234146302,0.280620159,-0.630512697,-0.551881133
WDR45B,8.62E-89,0.261357986,0.246,0.187,3.15E-84,0.372011777,0.445851647,-0.429443311,-0.350809624
NDUFB4,8.69E-237,0.26122399,0.609,0.473,3.18E-232,1.613356181,1.933555399,0.207730257,0.28635662
IDH3G,5.95E-107,0.261197376,0.298,0.228,2.18E-102,0.456484376,0.547040136,-0.340574083,-0.261980809
SVIL,1.25E-106,0.261115533,0.41,0.332,4.57E-102,0.945992758,1.133638387,-0.024112188,0.054474543
TFCP2,1.53E-67,0.260958938,0.291,0.237,5.61E-63,0.554818211,0.664780691,-0.255849293,-0.177321603
PEPD,2.80E-20,0.260703752,0.352,0.333,1.02E-15,1.091689895,1.307869196,0.038099291,0.116564311
PTS,5.58E-73,0.260582528,0.256,0.202,2.04E-68,0.38632265,0.462755922,-0.413049829,-0.334648015
CYB5D1,1.57E-13,0.260544084,0.027,0.019,5.74E-09,0.030356738,0.036321203,-1.517744902,-1.439839773
ORMDL3,2.99E-38,0.260488872,0.095,0.069,1.10E-33,0.130572641,0.156366894,-0.884147811,-0.805855192
GPAA1,1.03E-56,0.260386295,0.229,0.182,3.76E-52,0.329257479,0.394340349,-0.482464351,-0.404128784
ZNF577,2.19E-13,0.260350364,0.051,0.039,8.00E-09,0.067919619,0.081307995,-1.168004756,-1.089866747
NINJ1,1.43E-34,0.260343645,0.097,0.073,5.24E-30,0.125344287,0.150088815,-0.901895454,-0.823651671
MTUS1,2.15E-123,0.260268655,0.455,0.366,7.86E-119,1.030065942,1.23366769,0.012865028,0.09119819
TMEM39A,8.34E-92,0.260208297,0.15,0.101,3.05E-87,0.231987842,0.277796554,-0.634534776,-0.556273146
SMDT1,6.24E-203,0.260174794,0.532,0.413,2.28E-198,1.205663197,1.443886879,0.081226004,0.15953317
SSNA1,1.60E-95,0.260083222,0.307,0.24,5.85E-91,0.503673557,0.603129093,-0.297850849,-0.219589722
AC016949.1,5.68E-14,0.260050677,0.027,0.019,2.08E-09,0.032571408,0.038960879,-1.48716347,-1.409371258
SQLE,2.79E-91,0.259909073,0.149,0.101,1.02E-86,0.228849958,0.27398162,-0.640449163,-0.56227857
ARID3A,2.12E-77,0.25981332,0.079,0.047,7.77E-73,0.117899674,0.141120021,-0.928487397,-0.850411368
STARD5,2.88E-49,0.25954635,0.067,0.043,1.06E-44,0.090971395,0.108857998,-1.041095144,-0.963139659
NDUFB10,6.50E-204,0.258822721,0.665,0.543,2.38E-199,2.116043856,2.531806485,0.325524664,0.403430508
PET117,1.56E-15,0.258159794,0.095,0.078,5.72E-11,0.117204395,0.14012679,-0.931056101,-0.853478826
KDM5B,8.66E-138,0.258134238,0.31,0.229,3.17E-133,0.581162381,0.694986077,-0.235702505,-0.158023896
SMARCC1,4.63E-142,0.257815791,0.434,0.345,1.70E-137,1.022982477,1.22310244,0.009868195,0.087462832
IKBKB,3.62E-49,0.257737726,0.183,0.144,1.33E-44,0.291205857,0.348122354,-0.535799895,-0.458268088
DHRS4-AS1,5.71E-50,0.257458011,0.154,0.117,2.09E-45,0.203538712,0.243260125,-0.691352978,-0.613929075
DHPS,2.01E-59,0.257440391,0.19,0.146,7.36E-55,0.257749508,0.308058356,-0.588802155,-0.511367007
SEC24B-AS1,8.53E-08,0.257340642,0.027,0.021,0.003121407,0.034675198,0.041402266,-1.459981047,-1.382975889
IL1R1,7.00E-23,0.257285917,0.024,0.014,2.56E-18,0.042326262,0.05054546,-1.373390082,-1.296317849
YPEL3,8.33E-61,0.257169909,0.209,0.161,3.05E-56,0.3639071,0.434872925,-0.439009471,-0.361637631
STX8,3.00E-120,0.257092539,0.35,0.271,1.10E-115,0.63871841,0.763267765,-0.194690566,-0.117323079
POU6F1,4.82E-14,0.257014325,0.017,0.011,1.77E-09,0.025282167,0.030168189,-1.597185704,-1.520450757
COG1,1.22E-28,0.256585635,0.099,0.077,4.46E-24,0.140901527,0.168283652,-0.8510843,-0.773958073
CCZ1B,6.68E-28,0.256545461,0.091,0.069,2.44E-23,0.112558764,0.13442028,-0.948620685,-0.871535203
SRP54,9.70E-154,0.256444835,0.324,0.237,3.55E-149,0.574016566,0.685636758,-0.241075573,-0.163905907
SNX12,5.99E-40,0.256440545,0.113,0.085,2.19E-35,0.137819775,0.164585484,-0.860688465,-0.783608472
CUEDC1,1.28E-06,0.255808932,0.05,0.042,0.046666973,0.073494025,0.087708151,-1.133747965,-1.056960042
ANKRA2,6.87E-33,0.25572807,0.121,0.093,2.52E-28,0.170619414,0.203664937,-0.767971553,-0.691083732
RHOT2,1.24E-26,0.255489547,0.182,0.153,4.54E-22,0.298771654,0.356611809,-0.524660609,-0.44780428
CA12,6.71E-194,0.255472225,0.316,0.212,2.46E-189,0.782373223,0.933895491,-0.106586022,-0.029701721
CCDC7,1.35E-41,0.255426383,0.116,0.086,4.93E-37,0.188824599,0.225353661,-0.723941428,-0.647135382
FBXO4,3.90E-20,0.255410036,0.09,0.072,1.43E-15,0.116771619,0.139343269,-0.932662698,-0.855914005
CCDC171,5.95E-08,0.25536534,0.11,0.099,0.002179014,0.181505506,0.216607776,-0.741110196,-0.664325956
CTNNAL1,5.42E-22,0.25520611,0.095,0.075,1.98E-17,0.148016065,0.176614008,-0.829691145,-0.752974853
TCEANC,8.48E-17,0.254640948,0.018,0.011,3.10E-12,0.022291041,0.026549983,-1.651869658,-1.575935753
AC005562.1,4.33E-44,0.254622429,0.136,0.104,1.59E-39,0.202654289,0.241727231,-0.6932442,-0.616674423
NR4A1,0,0.25446468,0.256,0.126,0,0.593613107,0.708072844,-0.226496519,-0.149922061
TIMM10B,2.63E-40,0.254437508,0.113,0.084,9.63E-36,0.153150094,0.182644145,-0.814882731,-0.738394245
TAC3,1.44E-35,0.254065965,0.142,0.111,5.28E-31,0.199369749,0.237716969,-0.700340737,-0.623939815
EIF4E2,8.40E-121,0.253946877,0.329,0.251,3.07E-116,0.533612273,0.636269841,-0.272774191,-0.196358662
MIR22HG,6.31E-83,0.25365508,0.188,0.135,2.31E-78,0.288858947,0.344340412,-0.539314177,-0.463012005
UVSSA,1.93E-35,0.253313336,0.092,0.068,7.05E-31,0.130324611,0.155295201,-0.884973561,-0.808841964
NORAD,8.39E-127,0.253204953,0.367,0.284,3.07E-122,0.667064387,0.794997842,-0.175832245,-0.09963405
HSPBP1,6.99E-17,0.252535192,0.114,0.095,2.56E-12,0.150863886,0.179679845,-0.821414709,-0.745500635
RPL10,2.97E-255,0.252333957,0.957,0.914,1.09E-250,28.42715405,33.86046416,1.453733383,1.529692907
BRD2,2.37E-183,0.252271092,0.353,0.254,8.67E-179,0.636449632,0.758018727,-0.19623596,-0.120320065
RPS15,0,0.252204985,0.937,0.868,0,17.13205494,20.40467986,1.233809459,1.309729785
TRIM27,3.95E-68,0.252154399,0.175,0.13,1.45E-63,0.267622737,0.31869037,-0.572476993,-0.49663106
PIN4,1.21E-87,0.252018421,0.303,0.239,4.41E-83,0.478209653,0.569442402,-0.320381662,-0.244550198
PSMG3,1.73E-25,0.252016476,0.135,0.111,6.33E-21,0.193829456,0.230781662,-0.712580223,-0.636798704
MED9,1.27E-07,0.251942456,0.076,0.066,0.004634188,0.107557258,0.128036079,-0.968360278,-0.892667636
BCAT2,3.30E-45,0.251517835,0.112,0.082,1.21E-40,0.154243649,0.183576615,-0.811792708,-0.736182642
ANKRD39,5.86E-15,0.251468176,0.066,0.052,2.14E-10,0.078765199,0.093719393,-1.103665626,-1.028170534
MRPL30,4.21E-10,0.251071268,0.077,0.066,1.54E-05,0.099379631,0.118226638,-1.00270262,-0.927284661
PSMD8,9.81E-160,0.25099671,0.438,0.338,3.59E-155,0.817290728,0.972555537,-0.087623428,-0.012085589
LRRC57,1.92E-23,0.250994104,0.091,0.071,7.01E-19,0.124568036,0.14819519,-0.904593382,-0.829165893
DCAF16,6.65E-26,0.250872204,0.111,0.088,2.43E-21,0.160657213,0.191126124,-0.794099772,-0.718679948
INO80E,2.40E-28,0.250869242,0.145,0.118,8.77E-24,0.215196203,0.256022976,-0.667165396,-0.591721059
RANBP2,3.84E-97,0.250228119,0.369,0.3,1.41E-92,0.805144891,0.957591322,-0.094125958,-0.018819798
DSTN,6.23E-263,0.250034784,0.651,0.502,2.28E-258,1.955746734,2.325799885,0.291312614,0.366572345
RBMX,4.54E-127,0.250019575,0.398,0.308,1.66E-122,0.741270542,0.881492041,-0.130023258,-0.054781604
DDAH1,6.29E-65,0.249959897,0.382,0.32,2.30E-60,0.848057548,1.008443914,-0.071574676,0.003651749
B3GALT4,1.87E-28,0.249936959,0.082,0.061,6.85E-24,0.10475805,0.124529452,-0.979812596,-0.904727925
LHFPL2,1.10E-108,0.24993374,0.301,0.227,4.02E-104,0.559912963,0.665777776,-0.251879478,-0.176670706
TOM1L1,3.54E-117,0.249562498,0.39,0.307,1.30E-112,0.712435484,0.846932333,-0.147254458,-0.072151287
SNHG6,1.84E-116,0.249515539,0.442,0.351,6.72E-112,0.950321153,1.129705115,-0.022129604,0.052965095
SMARCD2,5.06E-30,0.249417659,0.144,0.117,1.85E-25,0.199409656,0.236999555,-0.700253815,-0.62525247
TMEM267,5.15E-14,0.249400143,0.115,0.099,1.88E-09,0.184260865,0.218989115,-0.734566894,-0.659577471
YIPF4,5.95E-75,0.249387782,0.293,0.234,2.18E-70,0.498091775,0.592038848,-0.30269063,-0.227649795
CTDP1,3.14E-66,0.249214017,0.11,0.074,1.15E-61,0.147656432,0.175454314,-0.830747631,-0.755835949
CD2AP,3.62E-211,0.249125089,0.687,0.55,1.32E-206,2.260723751,2.686794736,0.354247497,0.429234489
ZNF324,3.45E-09,0.24911587,0.027,0.02,0.000126444,0.032264481,0.038301515,-1.491275322,-1.416784044
RPL36A,1.13E-234,0.249059524,0.878,0.751,4.14E-230,9.120424009,10.83896087,0.960015029,1.034987648
FAM160A1,5.69E-155,0.24897901,0.448,0.344,2.08E-150,1.06794432,1.269064394,0.02854861,0.103483659
UXT,4.31E-177,0.248966157,0.485,0.373,1.58E-172,1.011187966,1.201606377,0.004831892,0.079762225
SIAH2,1.31E-47,0.248941835,0.137,0.103,4.81E-43,0.18745191,0.222711572,-0.727110131,-0.652257216
BRF1,6.12E-26,0.248603463,0.1,0.078,2.24E-21,0.144015966,0.171054976,-0.841589357,-0.766864289
WDR26,7.09E-99,0.248574678,0.276,0.21,2.59E-94,0.508173058,0.603682134,-0.293988364,-0.219191677
SREBF2,8.85E-145,0.248541555,0.403,0.311,3.24E-140,0.891768042,1.059381237,-0.049748095,0.025052277
RPP21,3.26E-69,0.248376087,0.259,0.204,1.19E-64,0.398196897,0.47296173,-0.399902129,-0.325173999
CTR9,4.26E-64,0.248329823,0.206,0.158,1.56E-59,0.323941397,0.384743563,-0.489533549,-0.414828637
C14orf28,4.20E-14,0.247896069,0.04,0.03,1.54E-09,0.052618881,0.062439424,-1.278858393,-1.204541115
TREH,3.96E-70,0.24760627,0.153,0.108,1.45E-65,0.252557797,0.299801472,-0.59763922,-0.523166238
ANKFY1,5.19E-58,0.247489418,0.199,0.155,1.90E-53,0.331019248,0.39292187,-0.480146753,-0.405693797
OGFOD2,2.41E-17,0.247364544,0.061,0.047,8.82E-13,0.076235811,0.090450567,-1.117840975,-1.043588707
MIB2,3.63E-15,0.247222052,0.132,0.113,1.33E-10,0.205105383,0.243399432,-0.688022941,-0.613680439
B3GNT8,1.53E-30,0.247095125,0.104,0.08,5.61E-26,0.13963043,0.165671355,-0.855019925,-0.780752577
FTH1,1.42E-72,0.247061129,0.936,0.958,5.18E-68,37.0784242,44.00415074,1.569121269,1.643493644
MT1X,5.02E-72,0.246984302,0.547,0.471,1.84E-67,4.839422087,5.743013638,0.684793502,0.759139848
EIF3J,3.12E-137,0.246596282,0.339,0.254,1.14E-132,0.565823329,0.671251343,-0.24731915,-0.173114832
AAMP,1.25E-96,0.246552364,0.26,0.197,4.58E-92,0.383294153,0.454684018,-0.416467805,-0.34229031
ZC2HC1A,7.64E-31,0.246423501,0.046,0.03,2.79E-26,0.070015259,0.083012343,-1.154807302,-1.080857328
CDC42EP4,3.68E-42,0.246321681,0.188,0.151,1.35E-37,0.271342551,0.321816678,-0.566482096,-0.492391452
ASB16-AS1,1.22E-11,0.246015228,0.05,0.039,4.47E-07,0.066429824,0.078736776,-1.177636895,-1.103822371
ADGRG1,5.86E-17,0.245934395,0.11,0.092,2.14E-12,0.163278361,0.193581222,-0.787071369,-0.713136773
PEX16,3.28E-37,0.245881897,0.162,0.13,1.20E-32,0.224808555,0.266537753,-0.648187166,-0.574241269
ZNF33A,2.16E-57,0.245880343,0.35,0.299,7.90E-53,0.752576318,0.892373,-0.123449452,-0.049453579
RAB1A,2.54E-234,0.245708838,0.589,0.462,9.30E-230,1.460165981,1.731238419,0.164402226,0.238356881
RNF103,1.95E-66,0.245524003,0.257,0.203,7.14E-62,0.469232668,0.556242105,-0.32861176,-0.25473614
ZSCAN2,2.13E-11,0.245522856,0.024,0.017,7.78E-07,0.028946976,0.034273136,-1.538396802,-1.465046155
ID2-AS1,5.60E-17,0.245501309,0.031,0.021,2.05E-12,0.03583262,0.042435587,-1.445721432,-1.372269786
NELFB,2.25E-23,0.245014773,0.152,0.128,8.23E-19,0.230824412,0.273506989,-0.636718263,-0.563031572
SENP5,6.41E-100,0.244862419,0.311,0.242,2.35E-95,0.570530021,0.676022374,-0.243721498,-0.17003893
AC005400.1,1.32E-08,0.244809063,0.017,0.012,0.000481424,0.022679515,0.026829617,-1.644366243,-1.571385527
TRIM32,1.42E-17,0.244773436,0.037,0.026,5.19E-13,0.043850269,0.051914321,-1.358027741,-1.284712823
TEAD1,1.72E-31,0.244261559,0.385,0.351,6.31E-27,1.020712651,1.208976033,0.008903498,0.082417691
SPTY2D1,1.45E-67,0.244223192,0.165,0.121,5.32E-63,0.242121999,0.286738414,-0.615965749,-0.542514121
MRPL57,8.32E-145,0.24416842,0.453,0.353,3.05E-140,0.886049204,1.049401265,-0.05254216,0.020941583
TRMT2B,6.75E-22,0.244116278,0.085,0.067,2.47E-17,0.122843313,0.145447415,-0.910648478,-0.837293993
SLC7A6,9.98E-67,0.243914754,0.128,0.089,3.65E-62,0.202225191,0.239431242,-0.694164745,-0.620819182
FAM227B,6.60E-13,0.243446642,0.047,0.037,2.41E-08,0.068511854,0.081061365,-1.164234281,-1.091186086
EIF4EBP1,1.25E-10,0.243439039,0.195,0.18,4.58E-06,0.365594224,0.432750381,-0.437000675,-0.363762541
TMED2,1.21E-150,0.243161776,0.465,0.368,4.44E-146,1.006486375,1.191216738,0.0028079,0.075990787
CYB561A3,3.84E-26,0.243146254,0.123,0.099,1.41E-21,0.164560568,0.194724951,-0.783674221,-0.710578397
WSB2,1.80E-56,0.242997299,0.211,0.165,6.60E-52,0.323490264,0.382790001,-0.490138785,-0.417039415
ZNF140,7.81E-17,0.242995387,0.078,0.062,2.86E-12,0.108464981,0.128318416,-0.964710456,-0.891711011
AL050403.2,1.28E-48,0.242950227,0.157,0.12,4.69E-44,0.238242762,0.281894746,-0.622980285,-0.549913019
CSRNP2,9.26E-33,0.242919685,0.058,0.04,3.39E-28,0.080480841,0.095195665,-1.094307492,-1.021382828
DYNLT1,6.35E-213,0.242808171,0.499,0.378,2.32E-208,1.10519709,1.307728557,0.043439733,0.116517608
ZNF573,3.16E-10,0.242776418,0.053,0.043,1.16E-05,0.072512797,0.085757878,-1.139585343,-1.066725976
NR1D1,1.07E-37,0.242453676,0.067,0.046,3.91E-33,0.091205172,0.107851818,-1.039980534,-0.96717253
C16orf70,1.17E-06,0.242379915,0.055,0.047,0.042773496,0.082590064,0.097655125,-1.083072195,-1.010304961
MRPS24,1.51E-161,0.24235308,0.439,0.333,5.54E-157,0.862210859,1.019882703,-0.064386512,0.008550226
RAB40C,2.25E-42,0.242323613,0.196,0.158,8.24E-38,0.303535573,0.359006938,-0.517790404,-0.444897158
CRYBG3,1.14E-35,0.241994744,0.132,0.103,4.18E-31,0.238974671,0.282573652,-0.621648128,-0.548868336
PPIC,1.83E-111,0.241925208,0.325,0.247,6.69E-107,0.565042746,0.668158253,-0.247918696,-0.175120663
SMCR8,2.97E-10,0.241922449,0.053,0.043,1.09E-05,0.07380558,0.087235902,-1.131910803,-1.059304745
ZNF215,1.19E-80,0.241766807,0.078,0.046,4.36E-76,0.118166459,0.139680557,-0.927505778,-0.854864042
LRP5L,7.44E-23,0.241534678,0.075,0.057,2.72E-18,0.102630283,0.121290437,-0.988724474,-0.916173438
MGAT1,2.81E-78,0.240818669,0.191,0.14,1.03E-73,0.280083616,0.33092027,-0.552712296,-0.48027663
TMEM8B,2.12E-09,0.240734762,0.043,0.034,7.77E-05,0.059656766,0.070445914,-1.22434029,-1.152144191
TTC21A,2.49E-09,0.240681983,0.026,0.02,9.12E-05,0.034838758,0.041119591,-1.457937333,-1.385951214
ZNF131,2.68E-81,0.240593158,0.274,0.214,9.82E-77,0.487764359,0.576238834,-0.311789937,-0.239397477
MVB12A,1.73E-51,0.240459821,0.194,0.153,6.34E-47,0.264199725,0.312073217,-0.578067639,-0.505743502
GALK1,1.59E-25,0.240378127,0.158,0.132,5.82E-21,0.22886659,0.270316432,-0.640417601,-0.568127554
ANTKMT,1.31E-54,0.240205425,0.258,0.21,4.81E-50,0.406836188,0.480494787,-0.390580424,-0.318311319
PFDN6,7.52E-63,0.239928316,0.174,0.131,2.75E-58,0.23672244,0.279509388,-0.625760572,-0.553603601
UNK,1.22E-47,0.239818456,0.14,0.106,4.48E-43,0.211446108,0.249640694,-0.674800304,-0.602684618
CCDC174,3.28E-70,0.239684734,0.18,0.133,1.20E-65,0.253593499,0.299382435,-0.595861884,-0.523773684
ASTN2,1.50E-43,0.239425966,0.083,0.057,5.50E-39,0.117384319,0.138530681,-0.930389917,-0.85845403
SOCS6,2.95E-64,0.23925992,0.24,0.19,1.08E-59,0.407979955,0.48153004,-0.389361174,-0.317376614
PPP1R3E,2.10E-16,0.239062689,0.066,0.052,7.68E-12,0.092835342,0.109522458,-1.03228666,-0.960496818
RPS25,2.67E-271,0.238964759,0.89,0.783,9.76E-267,9.373659626,11.06223818,0.971909179,1.043843005
RNH1,4.09E-97,0.238860965,0.293,0.226,1.50E-92,0.452117663,0.533482054,-0.344748526,-0.272880186
CCNG2,3.55E-43,0.238843697,0.11,0.081,1.30E-38,0.166742451,0.196719651,-0.77795382,-0.706152254
POLG2,7.22E-36,0.238819608,0.12,0.092,2.64E-31,0.183664626,0.216684986,-0.73597448,-0.664171179
TPT1,0,0.23860668,0.964,0.951,0,33.41108289,39.4201101,1.523890552,1.595717833
CTNNB1,1.20E-177,0.23857453,0.567,0.453,4.40E-173,1.468018039,1.731962164,0.166731392,0.2385384
SEC23IP,1.32E-51,0.238569232,0.205,0.163,4.85E-47,0.332442882,0.392179236,-0.478282962,-0.406515404
ELOB,1.12E-199,0.238503766,0.719,0.614,4.10E-195,3.004383186,3.54443238,0.477755323,0.549546695
EEF1G,0,0.238497173,0.867,0.733,0,7.455133946,8.795247629,0.872455451,0.944248071
FZD3,3.15E-20,0.238124284,0.048,0.034,1.15E-15,0.064763147,0.076341227,-1.188672056,-1.117240862
EEF1E1,4.55E-19,0.23794459,0.139,0.118,1.67E-14,0.216492081,0.255267359,-0.664557986,-0.593004716
ZNF787,4.87E-17,0.237821703,0.136,0.117,1.78E-12,0.196423153,0.231580114,-0.706807323,-0.635298737
CD2BP2,4.71E-42,0.237789478,0.156,0.121,1.72E-37,0.214441926,0.252822399,-0.6686903,-0.597184452
SLAIN1,5.19E-45,0.237570522,0.032,0.017,1.90E-40,0.049187906,0.057948614,-1.308141666,-1.236956945
DBF4,2.64E-23,0.237461672,0.116,0.094,9.65E-19,0.190286046,0.224287179,-0.720593057,-0.649195551
YME1L1,1.63E-138,0.23740192,0.393,0.305,5.98E-134,0.75035449,0.884524532,-0.124733515,-0.053290118
UBL7,7.03E-29,0.23729648,0.104,0.081,2.57E-24,0.13282687,0.156529672,-0.87671406,-0.805403323
INO80B,3.40E-16,0.23729352,0.052,0.039,1.24E-11,0.064142398,0.075565523,-1.192854807,-1.121676306
CSRNP1,7.14E-40,0.237287006,0.089,0.063,2.61E-35,0.11233967,0.132378867,-0.949466857,-0.87818134
ACTR1B,3.47E-50,0.237244496,0.141,0.105,1.27E-45,0.183034966,0.215706279,-0.737465937,-0.666137214
TMEM87A,6.18E-100,0.237088152,0.458,0.379,2.26E-95,1.06818225,1.258927597,0.028645357,0.100000754
BET1,1.63E-69,0.237054261,0.183,0.136,5.96E-65,0.262894399,0.309798859,-0.580218666,-0.508920185
OGFR,7.10E-44,0.23704755,0.143,0.109,2.60E-39,0.205847734,0.242563459,-0.68645391,-0.615174624
CBX7,4.35E-30,0.236860365,0.054,0.037,1.59E-25,0.074526992,0.087780292,-1.127686406,-1.056602981
TRAPPC2L,2.03E-62,0.236623432,0.226,0.178,7.42E-58,0.326778042,0.384976084,-0.485747134,-0.414566249
PYROXD2,1.00E-06,0.23626714,0.034,0.028,0.036764139,0.046365145,0.054571192,-1.333808375,-1.263036562
ZNF585B,4.42E-31,0.236235684,0.095,0.071,1.62E-26,0.132759929,0.156335729,-0.87693299,-0.805941756
FAF1,2.09E-105,0.235877844,0.6,0.513,7.65E-101,2.040197187,2.402539071,0.309672144,0.380670459
PDAP1,1.06E-89,0.235807359,0.297,0.232,3.87E-85,0.477219996,0.561913611,-0.321281367,-0.250330448
WDR81,1.77E-19,0.235696878,0.054,0.04,6.47E-15,0.068547753,0.080669079,-1.164006774,-1.093292902
ARL2,3.47E-79,0.235541651,0.236,0.181,1.27E-74,0.340761152,0.40115048,-0.467549922,-0.396692683
RPL18A,4.52E-233,0.235485671,0.928,0.849,1.66E-228,16.1102599,18.96661308,1.207102547,1.277989785
ZNF211,6.95E-07,0.235138233,0.022,0.017,0.025446105,0.030921783,0.036351326,-1.509735474,-1.439479743
PPP1R7,4.16E-73,0.235059834,0.241,0.187,1.52E-68,0.362980364,0.427167537,-0.440116868,-0.369401759
CTBP2,3.86E-83,0.234988959,0.502,0.435,1.41E-78,1.371258959,1.61378734,0.137119478,0.207846304
ZNF417,5.11E-14,0.234820389,0.055,0.043,1.87E-09,0.081128727,0.095424842,-1.090825337,-1.020338552
ZNF596,1.01E-06,0.234587715,0.022,0.017,0.037061064,0.029326334,0.03446028,-1.532742218,-1.462681204
RNF185,4.84E-56,0.234402573,0.137,0.099,1.77E-51,0.201387692,0.236872183,-0.695967075,-0.625485938
POLR3B,5.68E-28,0.234123282,0.089,0.067,2.08E-23,0.127999148,0.15050732,-0.892792922,-0.822442376
