Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,log(Epithelialcells),log(Gobletcells)
ZNF688,6.26E-11,-0.194292159,0.042,0.104,2.29E-06,0.115860688,0.100396084,-0.936063896,-0.998283226
DENR,1.31E-21,-0.194930689,0.141,0.288,4.80E-17,0.539598852,0.47053523,-0.267928983,-0.327407855
SPINT2,1.01E-06,-0.194949582,0.499,0.598,0.036802338,3.422391277,2.988946393,0.53432966,0.475518126
SELENOW,4.71E-09,-0.195044983,0.309,0.435,0.000172295,1.53469205,1.339757228,0.186021243,0.127026109
RNF215,1.44E-09,-0.195103397,0.036,0.089,5.26E-05,0.12157171,0.105327789,-0.915167476,-0.977457034
URB1,1.58E-07,-0.195120394,0.032,0.074,0.00579578,0.091376,0.078950585,-1.039167858,-1.102644648
ATG101,6.76E-12,-0.195393027,0.065,0.14,2.47E-07,0.194551696,0.169042441,-0.71096498,-0.772004244
SKA2,1.77E-14,-0.1954444,0.097,0.197,6.46E-10,0.387383474,0.337437124,-0.411858911,-0.471807139
SARS,4.61E-15,-0.195599099,0.163,0.29,1.69E-10,0.516604094,0.450237613,-0.286842157,-0.346558227
ECHDC1,5.79E-18,-0.19578959,0.16,0.297,2.12E-13,0.537022625,0.468005368,-0.270007417,-0.329749165
MAPK13,1.12E-21,-0.195848011,0.159,0.312,4.09E-17,0.549750804,0.47909884,-0.259834127,-0.319574881
CDK18,4.00E-19,-0.196287183,0.076,0.187,1.47E-14,0.265767529,0.2310939,-0.575498081,-0.636211517
RPL18,2.18E-12,-0.196600972,0.879,0.907,7.98E-08,22.86824055,19.95405232,1.359232752,1.300031107
MRPL32,6.95E-21,-0.196980179,0.154,0.301,2.54E-16,0.539931582,0.47015628,-0.267661269,-0.327757758
PLK4,9.44E-10,-0.197027116,0.011,0.051,3.46E-05,0.056867971,0.048742197,-1.24513227,-1.312094899
KBTBD6,6.47E-07,-0.19716953,0.012,0.042,0.023699084,0.042432711,0.036145997,-1.37229922,-1.441939797
LRRC41,6.33E-17,-0.197241071,0.131,0.255,2.32E-12,0.420231695,0.365666837,-0.376511195,-0.436914424
ECH1,7.86E-11,-0.197244785,0.363,0.5,2.88E-06,1.877174301,1.636432656,0.2735046,0.213898138
DCUN1D5,1.90E-19,-0.197450523,0.109,0.235,6.95E-15,0.36797199,0.320038443,-0.434185238,-0.494797851
PRXL2C,1.93E-09,-0.197486592,0.028,0.077,7.08E-05,0.094575602,0.081610034,-1.024220887,-1.088256439
UBE2V1,2.44E-20,-0.19767401,0.218,0.384,8.93E-16,0.909839882,0.792473283,-0.04103503,-0.10101537
GNA11,7.07E-15,-0.197758009,0.149,0.267,2.59E-10,0.546119156,0.475297364,-0.262712589,-0.323034595
TRDMT1,2.50E-07,-0.197781498,0.034,0.076,0.009160558,0.095011431,0.081973169,-1.022224142,-1.086328274
HNF4A,1.20E-11,-0.197811898,0.407,0.558,4.40E-07,2.539695174,2.213422506,0.404781594,0.345064322
FUNDC2,1.72E-17,-0.197916659,0.149,0.281,6.29E-13,0.494207952,0.429988368,-0.306090271,-0.366543293
RIN3,5.46E-07,-0.19797908,0.058,0.107,0.020000638,0.185048055,0.160453131,-0.732715474,-0.794651804
PPP1CC,2.01E-20,-0.198153889,0.238,0.407,7.34E-16,1.084663667,0.944597256,0.035295093,-0.024753321
MPST,5.63E-12,-0.198322161,0.349,0.495,2.06E-07,1.795754114,1.564247529,0.25424687,0.194305478
TTK,3.01E-11,-0.198702805,0.011,0.058,1.10E-06,0.086222783,0.074262432,-1.064377963,-1.12923083
ATOX1,1.95E-11,-0.198758348,0.326,0.472,7.13E-07,1.609410631,1.401413299,0.206666866,0.146566234
EPS8,1.11E-14,-0.19885897,0.25,0.403,4.08E-10,1.496300693,1.302769669,0.175018877,0.114867639
WLS,2.14E-18,-0.198884714,0.103,0.221,7.82E-14,0.42669091,0.370876896,-0.36988661,-0.43077022
ST3GAL2,2.04E-13,-0.198943215,0.075,0.161,7.48E-09,0.243638288,0.211388487,-0.61325446,-0.67491867
ZDHHC9,2.50E-14,-0.199051058,0.084,0.178,9.15E-10,0.215244421,0.186638059,-0.667068097,-0.728999791
SNAPC1,2.51E-10,-0.199240687,0.04,0.099,9.20E-06,0.126871496,0.109639812,-0.896635939,-0.960031718
AC097382.3,7.70E-07,-0.199402015,0.017,0.049,0.028191772,0.052199901,0.044595105,-1.282330321,-1.350712808
LINC00662,3.36E-12,-0.199419396,0.07,0.149,1.23E-07,0.217635514,0.188672595,-0.662270235,-0.724291177
TRIM24,6.61E-20,-0.199536208,0.175,0.328,2.42E-15,0.722024459,0.62789451,-0.14144809,-0.202113314
ARL5B,2.42E-14,-0.199593209,0.144,0.258,8.85E-10,0.561994383,0.488516107,-0.250268025,-0.311121112
ZRSR2,1.77E-10,-0.19960799,0.049,0.112,6.49E-06,0.154624271,0.133778438,-0.810722334,-0.873613879
BORCS7,4.88E-25,-0.199847578,0.16,0.323,1.79E-20,0.618430667,0.537565657,-0.208708982,-0.269568484
USH1C,5.83E-16,-0.199929923,0.264,0.424,2.13E-11,1.124108393,0.977774338,0.050808191,-0.009761365
HIF1AN,2.24E-13,-0.199997752,0.04,0.111,8.19E-09,0.141798812,0.122576835,-0.848327408,-0.911591595
DPH3,3.06E-14,-0.200144702,0.081,0.173,1.12E-09,0.244169647,0.211674311,-0.612308325,-0.674331846
ATP5MC2,1.14E-06,-0.200792716,0.634,0.699,0.041715342,6.24441718,5.432228358,0.79549191,0.734978018
SLC39A10,1.19E-08,-0.200825878,0.065,0.125,0.000435036,0.200775429,0.173818735,-0.697289437,-0.759903415
MRPS16,4.45E-18,-0.200887803,0.19,0.34,1.63E-13,0.699596783,0.607793302,-0.155152196,-0.21624409
POLD1,2.54E-11,-0.200986473,0.033,0.093,9.30E-07,0.123272145,0.106374881,-0.909135045,-0.973160913
GOSR2,2.78E-11,-0.200995733,0.145,0.245,1.02E-06,0.407865846,0.353956461,-0.38948266,-0.451050155
LINC02747,1.77E-07,-0.20120559,0.032,0.073,0.006473905,0.075739325,0.065013433,-1.12067857,-1.186996898
DNAJC11,9.73E-18,-0.201258861,0.064,0.164,3.56E-13,0.237526998,0.205732507,-0.62428702,-0.686697083
SIN3A,4.93E-11,-0.201424384,0.078,0.155,1.80E-06,0.262466025,0.227398063,-0.580926905,-0.643213239
AC010615.2,2.75E-10,-0.201425754,0.026,0.078,1.01E-05,0.088850789,0.076406296,-1.051338713,-1.116870853
GABPB1-IT1,1.54E-07,-0.201459352,0.065,0.119,0.00564398,0.169109524,0.146203143,-0.771831933,-0.83504329
TAF10,8.03E-10,-0.201563986,0.076,0.145,2.94E-05,0.192776529,0.166773478,-0.714945843,-0.777873015
ZNF786,2.59E-07,-0.201613484,0.018,0.054,0.009468436,0.067140368,0.057517347,-1.173016284,-1.240201157
RTRAF,5.34E-12,-0.201624433,0.32,0.464,1.96E-07,1.542127773,1.34012303,0.188120359,0.127144671
SLC30A6,1.52E-09,-0.201852777,0.08,0.15,5.56E-05,0.205288204,0.177617988,-0.687636004,-0.750513054
FEM1B,3.41E-14,-0.201888805,0.066,0.152,1.25E-09,0.192883082,0.166828373,-0.714705864,-0.777730085
RGP1,9.26E-13,-0.202047603,0.059,0.136,3.39E-08,0.166468078,0.143846933,-0.778669034,-0.842099394
CDK5RAP1,1.61E-14,-0.202269557,0.047,0.125,5.89E-10,0.161810997,0.139776818,-0.790991965,-0.854564851
GPD2,3.16E-22,-0.202309231,0.13,0.276,1.16E-17,0.534009226,0.463272108,-0.272451239,-0.334163846
SOX4,9.89E-22,-0.20236926,0.189,0.348,3.62E-17,1.399772095,1.21570642,0.146057331,0.08482871
DDX39B,4.13E-13,-0.20237794,0.286,0.436,1.51E-08,1.256925509,1.091548725,0.09930954,0.038043127
ELL,6.02E-09,-0.202496804,0.079,0.146,0.000220347,0.249805228,0.216225632,-0.602398477,-0.665092826
UACA,3.77E-16,-0.202529951,0.142,0.263,1.38E-11,0.507482559,0.440148758,-0.294578879,-0.356400519
RPS21,4.91E-11,-0.202819544,0.836,0.875,1.80E-06,18.85322355,16.37977301,1.275385617,1.214307879
ARL6IP1,2.25E-09,-0.202930088,0.357,0.49,8.25E-05,2.033916682,1.766168432,0.308333158,0.247032118
SELENON,4.73E-15,-0.202953847,0.047,0.128,1.73E-10,0.170693553,0.147427017,-0.767782881,-0.831422923
DBF4B,3.41E-08,-0.203019066,0.012,0.047,0.001249673,0.053795859,0.045867696,-1.26925115,-1.338493071
RHBDD3,2.99E-09,-0.203031598,0.049,0.107,0.000109361,0.138558629,0.119502671,-0.858366422,-0.922622387
ETFA,2.75E-18,-0.203379311,0.268,0.433,1.01E-13,1.176620899,1.021045075,0.070636558,0.009044915
PRDX4,5.94E-15,-0.203408273,0.256,0.405,2.18E-10,1.080959461,0.937942948,0.033809407,-0.027823577
ANKRD46,2.32E-12,-0.203891447,0.072,0.151,8.49E-08,0.191859758,0.165707281,-0.717016108,-0.780658409
FOXP4-AS1,8.45E-18,-0.204037243,0.068,0.17,3.09E-13,0.213041522,0.184078714,-0.671535744,-0.734996429
KRCC1,4.99E-13,-0.204104831,0.134,0.239,1.83E-08,0.371056406,0.321239159,-0.430560066,-0.49317152
NUDT15,6.64E-16,-0.204140961,0.058,0.148,2.43E-11,0.183507412,0.158428174,-0.736346389,-0.800167585
SUGT1,5.25E-20,-0.204154708,0.161,0.309,1.92E-15,0.600230707,0.520162119,-0.22168179,-0.283861279
METAP2,4.05E-17,-0.204168625,0.227,0.385,1.48E-12,0.938348305,0.813656274,-0.027635926,-0.089559022
RMDN1,1.18E-23,-0.204171854,0.098,0.235,4.31E-19,0.366910773,0.317625633,-0.435439536,-0.498084457
ATN1,2.95E-08,-0.204184276,0.063,0.121,0.001080675,0.184775542,0.159524165,-0.733355515,-0.797173521
PML,3.68E-08,-0.204219407,0.033,0.079,0.001345258,0.11129283,0.095736662,-0.953532812,-1.01892172
KCNQ1OT1,5.99E-16,-0.204354426,0.342,0.507,2.19E-11,2.374263318,2.059820757,0.375528883,0.31382943
CDADC1,2.89E-11,-0.204491681,0.031,0.089,1.06E-06,0.108098471,0.092946222,-0.96618045,-1.031768256
HADHB,5.91E-20,-0.204562118,0.174,0.326,2.16E-15,0.666503919,0.577527029,-0.176197293,-0.238427686
OIP5-AS1,3.46E-15,-0.204833284,0.146,0.265,1.27E-10,0.462333891,0.400272455,-0.33504427,-0.397644295
FBXL15,1.81E-18,-0.205196271,0.122,0.249,6.63E-14,0.38169743,0.330225804,-0.418280764,-0.481188994
TMEM43,2.95E-14,-0.205494339,0.061,0.144,1.08E-09,0.210618108,0.181790319,-0.676504293,-0.740429248
LAGE3,1.03E-17,-0.205552169,0.109,0.228,3.76E-13,0.350328209,0.302940535,-0.455524892,-0.518642613
MAATS1,2.52E-08,-0.205568916,0.013,0.05,0.000923275,0.06021945,0.051355665,-1.220263217,-1.289411645
RUVBL2,1.23E-19,-0.205702965,0.118,0.248,4.49E-15,0.436513747,0.377641646,-0.360002074,-0.422920118
GTF2IRD1,2.27E-22,-0.205708756,0.194,0.361,8.29E-18,0.889665931,0.770574092,-0.05077304,-0.113185597
MOCS2,3.24E-18,-0.206318139,0.096,0.212,1.19E-13,0.289316447,0.249897545,-0.538626877,-0.60223801
TAF11,4.00E-17,-0.206334103,0.131,0.256,1.46E-12,0.423949909,0.366586549,-0.372685453,-0.435823474
PTPRG,2.39E-12,-0.206427153,0.247,0.384,8.74E-08,1.259012882,1.090295994,0.100030174,0.037544416
PLEKHA1,8.80E-18,-0.206624269,0.127,0.252,3.22E-13,0.416247367,0.359837915,-0.380648501,-0.443893079
NDUFV2,2.05E-11,-0.20662511,0.311,0.451,7.49E-07,1.341579127,1.161695051,0.127616293,0.065092139
RSAD1,1.06E-15,-0.206627108,0.04,0.121,3.88E-11,0.148462645,0.12778546,-0.828382807,-0.893518559
GAPDH,4.14E-11,-0.206737804,0.859,0.876,1.52E-06,17.15150943,14.86081904,1.234302347,1.172042746
C17orf58,8.03E-11,-0.206752377,0.024,0.076,2.94E-06,0.085973626,0.073628456,-1.065634754,-1.132954306
CHTF18,1.66E-08,-0.207110973,0.02,0.061,0.000609332,0.076936699,0.065781518,-1.113866452,-1.181896111
PRMT9,1.13E-08,-0.20720944,0.048,0.102,0.000414028,0.14785121,0.127203905,-0.830175116,-0.895499557
KRAS,1.44E-13,-0.207218097,0.205,0.335,5.26E-09,0.697972259,0.603721234,-0.156161838,-0.219163549
TLE2,3.02E-21,-0.207239849,0.091,0.219,1.10E-16,0.355313241,0.306903331,-0.449388607,-0.512998398
EIF4EBP2,3.19E-17,-0.207275944,0.14,0.268,1.17E-12,0.474332429,0.40998662,-0.323917182,-0.387230317
POLR1C,4.70E-18,-0.207314886,0.071,0.175,1.72E-13,0.253123202,0.218375647,-0.596668043,-0.660795796
ATF5,5.91E-16,-0.207382493,0.064,0.156,2.16E-11,0.216324922,0.186494117,-0.664893445,-0.729334864
DHX40,1.91E-08,-0.207419566,0.054,0.11,0.000698995,0.154171917,0.13265952,-0.811994728,-0.877261578
TRIM61,4.24E-07,-0.207580199,0.027,0.065,0.015507356,0.063963006,0.054524771,-1.194071134,-1.263406147
DPH5,2.17E-17,-0.207586287,0.072,0.173,7.94E-13,0.234031518,0.201801295,-0.63072565,-0.695076052
NSDHL,5.12E-09,-0.207597701,0.047,0.103,0.000187319,0.112120046,0.096227037,-0.950316734,-1.016702888
PDK2,2.40E-18,-0.20762222,0.08,0.189,8.80E-14,0.26478072,0.228423927,-0.577113642,-0.641258407
POLR2C,5.00E-22,-0.207693749,0.142,0.292,1.83E-17,0.506063261,0.437344023,-0.295795191,-0.359176805
LINC00667,2.31E-18,-0.207702444,0.098,0.214,8.44E-14,0.288203009,0.248692891,-0.540301489,-0.604336629
NOP53,1.23E-08,-0.207847937,0.465,0.585,0.000448905,2.995444725,2.592672919,0.47646131,0.413747731
SSBP4,2.11E-18,-0.207982395,0.127,0.256,7.74E-14,0.453610905,0.391845878,-0.343316513,-0.406884717
GTF2F2,4.46E-21,-0.208027596,0.139,0.286,1.63E-16,0.535260223,0.462519022,-0.271435029,-0.334870401
EIF3H,3.28E-07,-0.208249278,0.445,0.554,0.012021077,2.619519757,2.266555761,0.418221678,0.355366408
RAB22A,4.36E-13,-0.208452797,0.097,0.19,1.60E-08,0.299555042,0.258387907,-0.523523367,-0.587727816
ELMOD2,1.16E-10,-0.208546882,0.059,0.126,4.25E-06,0.161140503,0.138585888,-0.792795284,-0.858280991
ISY1,3.64E-15,-0.208736419,0.069,0.161,1.33E-10,0.214338874,0.184599839,-0.668899054,-0.733768682
SLC16A5,1.13E-09,-0.208789566,0.037,0.09,4.15E-05,0.113335781,0.097198778,-0.945632959,-1.012339197
SEMA4D,8.81E-10,-0.208872142,0.044,0.101,3.23E-05,0.158869087,0.136589189,-0.798960601,-0.864583673
KRR1,3.03E-19,-0.208922681,0.103,0.226,1.11E-14,0.340890782,0.29406646,-0.467384742,-0.531554506
PPP2R3A,2.24E-16,-0.208927249,0.113,0.226,8.19E-12,0.441348966,0.38097997,-0.355217886,-0.419097856
ACTR10,2.74E-16,-0.209348702,0.133,0.253,1.00E-11,0.432032694,0.372810534,-0.364483386,-0.428511825
PFAS,4.47E-12,-0.209489764,0.012,0.063,1.63E-07,0.07557895,0.064497456,-1.121599147,-1.190457418
MMADHC,9.33E-16,-0.20949213,0.196,0.336,3.42E-11,0.6784478,0.585883425,-0.168483562,-0.232188788
MCRS1,2.62E-16,-0.209605937,0.069,0.165,9.59E-12,0.218662215,0.188226794,-0.660226256,-0.725318554
RNPEP,1.33E-15,-0.209642567,0.127,0.243,4.87E-11,0.379207429,0.327053699,-0.421123163,-0.485380934
SRSF10,5.24E-15,-0.209696778,0.288,0.445,1.92E-10,1.289984734,1.114607778,0.110584571,0.047122069
PSMG1,1.71E-17,-0.209740953,0.105,0.221,6.24E-13,0.326916551,0.281815808,-0.485563091,-0.55003465
FAM210B,8.51E-12,-0.209810809,0.068,0.144,3.11E-07,0.200703093,0.172671576,-0.697445934,-0.762779147
MYD88,2.23E-07,-0.209871645,0.028,0.068,0.008178543,0.074334412,0.063404108,-1.128810091,-1.197882606
AC087286.2,1.19E-07,-0.209903735,0.015,0.05,0.004352641,0.083073344,0.070958314,-1.080538307,-1.148996711
SYF2,1.09E-17,-0.209941759,0.21,0.365,3.97E-13,0.819051241,0.707262402,-0.086688927,-0.150419429
ETFDH,1.56E-14,-0.210281734,0.103,0.205,5.70E-10,0.325558367,0.28053589,-0.487371139,-0.55201157
AC107021.1,7.04E-09,-0.21038814,0.032,0.08,0.000257817,0.14773528,0.126821811,-0.83051578,-0.896806049
DNAJC15,8.52E-16,-0.210418619,0.245,0.399,3.12E-11,1.049551573,0.90624668,0.021003784,-0.042753572
RIPK2,1.17E-10,-0.210545539,0.061,0.129,4.28E-06,0.199617912,0.171645389,-0.699800491,-0.765367859
LINC00884,1.69E-10,-0.210595832,0.033,0.089,6.17E-06,0.106363715,0.091050939,-0.973206503,-1.040715572
FGGY,8.94E-20,-0.210617591,0.136,0.274,3.27E-15,0.529274772,0.456515424,-0.276318806,-0.340544544
SLC9A1,1.73E-10,-0.210758094,0.081,0.154,6.33E-06,0.323577108,0.278731014,-0.490022211,-0.554814706
CWF19L2,1.49E-17,-0.211281343,0.103,0.219,5.45E-13,0.370072084,0.318790574,-0.431713674,-0.496494529
FDXR,7.92E-09,-0.211498005,0.022,0.065,0.000289996,0.069694929,0.059324839,-1.156798823,-1.226763435
CPNE8,4.59E-13,-0.211579491,0.105,0.202,1.68E-08,0.384407268,0.331104257,-0.41520841,-0.480035236
PIP4P1,5.44E-16,-0.211612044,0.083,0.183,1.99E-11,0.25911765,0.222900191,-0.586503003,-0.651889559
ITSN1,2.10E-18,-0.211673189,0.188,0.336,7.70E-14,0.852076367,0.734931402,-0.06952148,-0.133753196
THUMPD2,2.51E-18,-0.211707916,0.101,0.22,9.17E-14,0.344582458,0.29668541,-0.462706836,-0.527703811
THAP9-AS1,9.84E-13,-0.211748552,0.071,0.153,3.60E-08,0.210361972,0.180778976,-0.677032766,-0.742852078
PPIP5K2,1.59E-17,-0.211802046,0.119,0.241,5.81E-13,0.418258736,0.360282369,-0.37855498,-0.44335699
EIF1AX,2.06E-12,-0.211810402,0.321,0.469,7.52E-08,1.505242048,1.298839307,0.177606342,0.113555423
AC073529.1,2.00E-13,-0.212197053,0.022,0.084,7.31E-09,0.128330676,0.109911321,-0.891669518,-0.958957573
GPAA1,4.14E-26,-0.212214994,0.094,0.241,1.51E-21,0.399774994,0.34422364,-0.398184375,-0.463159308
PPIL4,1.85E-22,-0.212284914,0.12,0.262,6.78E-18,0.448066519,0.385890666,-0.348657507,-0.413535726
TTC1,2.52E-21,-0.212510726,0.151,0.301,9.23E-17,0.550612655,0.474330934,-0.259153811,-0.323918552
UBP1,3.73E-13,-0.21263454,0.112,0.212,1.36E-08,0.3406718,0.293119609,-0.467663815,-0.532955127
CHM,1.36E-10,-0.212654647,0.096,0.176,4.98E-06,0.286075229,0.246001516,-0.543519746,-0.609062217
MFSD4B,3.46E-13,-0.212766517,0.16,0.275,1.27E-08,0.564955813,0.486623125,-0.247985518,-0.312807257
OAZ2,4.59E-16,-0.212973395,0.106,0.217,1.68E-11,0.387645736,0.333577667,-0.411564989,-0.476803032
PIGBOS1,3.33E-14,-0.213012438,0.047,0.124,1.22E-09,0.148838631,0.12754163,-0.827284334,-0.894348037
LTO1,1.13E-07,-0.213050442,0.03,0.072,0.004129134,0.086821134,0.074035059,-1.061374548,-1.130562575
PARP9,1.50E-08,-0.21326072,0.046,0.098,0.000548597,0.117071785,0.100117912,-0.931547761,-0.999488216
PANK2,1.03E-11,-0.213603953,0.089,0.173,3.76E-07,0.26080795,0.224049117,-0.583679175,-0.649656764
C5orf63,1.26E-13,-0.213669245,0.05,0.127,4.60E-09,0.150437882,0.128862278,-0.82264279,-0.889874195
BZW2,6.47E-19,-0.213761116,0.189,0.341,2.37E-14,0.770272935,0.663329299,-0.113355362,-0.17827082
FAU,8.51E-14,-0.213830344,0.779,0.841,3.11E-09,13.30808474,11.47396217,1.124115558,1.059713414
KIF3B,3.98E-13,-0.214247008,0.076,0.161,1.46E-08,0.228642963,0.196222793,-0.640842161,-0.707250546
POLR2D,2.78E-13,-0.214759741,0.047,0.12,1.02E-08,0.152537309,0.130573302,-0.816623919,-0.884145612
NAA35,6.41E-19,-0.214795859,0.123,0.254,2.34E-14,0.453380758,0.389797207,-0.343536916,-0.409161277
RFWD3,5.87E-09,-0.215128038,0.035,0.085,0.000214873,0.106305769,0.090712678,-0.973443165,-1.042332011
LEKR1,3.64E-07,-0.2151754,0.024,0.061,0.013316159,0.073263351,0.062245564,-1.135113219,-1.205891596
CRLS1,7.27E-23,-0.215491522,0.159,0.317,2.66E-18,0.604252051,0.519547176,-0.218781867,-0.284375011
MMP15,8.36E-10,-0.215492858,0.061,0.124,3.06E-05,0.174821724,0.149699015,-0.757404601,-0.824781057
FAM91A1,1.59E-12,-0.215616577,0.08,0.163,5.83E-08,0.246921898,0.211777189,-0.607440393,-0.67412082
TRMT6,6.20E-07,-0.215656044,0.027,0.065,0.022705757,0.07308703,0.062072697,-1.136159689,-1.207099388
TIAM2,3.05E-21,-0.215713767,0.151,0.299,1.11E-16,0.683814124,0.587979505,-0.165061933,-0.230637812
LYPLAL1,1.13E-13,-0.216065309,0.12,0.223,4.14E-09,0.36186931,0.310670456,-0.441448248,-0.507700045
ZNF629,2.65E-08,-0.216170752,0.018,0.057,0.000968595,0.061454754,0.052036628,-1.211444517,-1.283690851
LRRC14,9.26E-07,-0.216238996,0.024,0.059,0.033889432,0.067284516,0.057052423,-1.172084868,-1.243725908
TOP1,9.91E-15,-0.216317335,0.325,0.493,3.63E-10,1.732575636,1.490464987,0.238692203,0.173321778
ZSCAN25,1.01E-06,-0.216618092,0.013,0.043,0.037037845,0.042098293,0.035362433,-1.375735509,-1.451457867
MKRN2,7.37E-15,-0.217127639,0.062,0.149,2.70E-10,0.198043398,0.169505546,-0.70323963,-0.770816087
TGIF1,7.57E-19,-0.217179044,0.156,0.299,2.77E-14,0.606117495,0.520543529,-0.217443181,-0.283542948
ANKS1A,1.61E-17,-0.217238011,0.167,0.303,5.90E-13,0.679982812,0.584061954,-0.167502065,-0.233541083
TERF1,2.60E-21,-0.217277173,0.087,0.211,9.53E-17,0.330780271,0.283666466,-0.480460401,-0.547192001
NDUFS4,5.83E-20,-0.217335533,0.256,0.427,2.13E-15,1.192706249,1.025042792,0.076533495,0.010741996
CRBN,7.22E-20,-0.217576353,0.109,0.237,2.64E-15,0.363041058,0.311352031,-0.440044256,-0.506748297
POLR2M,1.60E-12,-0.217651364,0.058,0.133,5.86E-08,0.156933892,0.134090998,-0.804283254,-0.872600376
CUL4B,5.47E-12,-0.217661865,0.036,0.1,2.00E-07,0.131599015,0.112303085,-0.880747362,-0.949608313
SKAP2,5.41E-17,-0.217735249,0.177,0.317,1.98E-12,0.708836503,0.608672085,-0.149453926,-0.215616616
RPGR,1.90E-13,-0.217848215,0.079,0.167,6.94E-09,0.247846863,0.212243823,-0.605816574,-0.673164939
EIF4B,2.63E-12,-0.218174939,0.312,0.458,9.61E-08,1.406359487,1.208113536,0.148096347,0.08210775
BAG5,7.02E-08,-0.218209686,0.047,0.097,0.002570224,0.12377275,0.105532412,-0.907374959,-0.976614136
C1D,4.06E-17,-0.218273357,0.136,0.265,1.49E-12,0.440832367,0.378070132,-0.355726526,-0.422427631
ABCE1,5.11E-20,-0.218294529,0.096,0.219,1.87E-15,0.342796669,0.293794949,-0.464963407,-0.531955674
MRPL28,1.31E-13,-0.218583948,0.153,0.267,4.81E-09,0.456371399,0.391342936,-0.340681581,-0.407442501
MDFIC,3.60E-07,-0.218586426,0.025,0.062,0.013160034,0.136061011,0.116065246,-0.866266307,-0.935297804
MORN4,2.07E-10,-0.218592829,0.018,0.066,7.57E-06,0.075114819,0.06368737,-1.124274377,-1.195946685
NOL10,1.51E-13,-0.218635405,0.121,0.225,5.51E-09,0.389351239,0.333733302,-0.409658439,-0.476600455
ZBED5,3.59E-12,-0.21869853,0.049,0.12,1.31E-07,0.17210341,0.147028846,-0.764210524,-0.832597452
PDCD6,2.25E-17,-0.219256977,0.23,0.381,8.25E-13,0.896133035,0.76891865,-0.047627513,-0.114119605
BRI3BP,5.05E-17,-0.219259697,0.068,0.166,1.85E-12,0.212553994,0.181718624,-0.67253073,-0.740600561
C5orf24,1.10E-15,-0.21945756,0.09,0.192,4.03E-11,0.282752442,0.241986209,-0.548593636,-0.616209385
USP38,3.78E-11,-0.219522748,0.055,0.123,1.38E-06,0.173129652,0.147825757,-0.761628543,-0.830249888
MED25,5.05E-19,-0.21967413,0.085,0.201,1.85E-14,0.294831012,0.25232234,-0.530426836,-0.598044297
CCDC6,1.50E-19,-0.220061377,0.146,0.285,5.49E-15,0.533224726,0.45692228,-0.273089721,-0.340157665
RBMX2,1.54E-14,-0.220298455,0.067,0.155,5.63E-10,0.190896354,0.162996544,-0.719202366,-0.787821604
PUM3,4.07E-22,-0.220388942,0.114,0.254,1.49E-17,0.488676461,0.418581058,-0.31097858,-0.378220429
PARG,1.19E-13,-0.220402711,0.071,0.157,4.37E-09,0.241711003,0.206600227,-0.616703579,-0.684869206
CAPN7,4.19E-19,-0.220436535,0.122,0.252,1.53E-14,0.439153935,0.376061755,-0.357383221,-0.424740832
EIF2AK2,4.89E-20,-0.220685947,0.119,0.251,1.79E-15,0.420827328,0.360269483,-0.375896065,-0.443372524
MPHOSPH6,2.97E-17,-0.220788026,0.089,0.199,1.09E-12,0.294785184,0.252087595,-0.530494348,-0.598448525
ZNF610,8.39E-08,-0.221003372,0.014,0.049,0.0030697,0.055776718,0.046988097,-1.253547047,-1.328012142
CDC42BPB,5.36E-17,-0.221062957,0.091,0.198,1.96E-12,0.350415183,0.29976621,-0.455417084,-0.523217323
SPHK2,5.68E-09,-0.221171401,0.041,0.094,0.000207985,0.112437162,0.095589738,-0.949090126,-1.019588727
THOC5,1.18E-12,-0.221219678,0.031,0.094,4.33E-08,0.117544924,0.099968153,-0.929796121,-1.000138334
CIP2A,4.14E-10,-0.221238208,0.016,0.061,1.52E-05,0.079445608,0.067284164,-1.099930109,-1.172087142
TMEM126B,2.66E-16,-0.221297506,0.138,0.264,9.73E-12,0.42327822,0.362218784,-0.373374077,-0.441029032
TPT1-AS1,1.27E-20,-0.22141122,0.2,0.361,4.64E-16,0.833985827,0.714464764,-0.07884133,-0.146019185
ITGB1,1.02E-13,-0.221463008,0.286,0.44,3.72E-09,1.303763428,1.11736509,0.115198794,0.048195099
PFN2,9.23E-16,-0.221581542,0.157,0.283,3.38E-11,0.574815204,0.492109174,-0.240471753,-0.307938539
FAR1,3.79E-14,-0.22170779,0.17,0.294,1.39E-09,0.664732838,0.569174876,-0.177352866,-0.244754278
PAIP1,3.44E-19,-0.222038993,0.141,0.28,1.26E-14,0.481009988,0.411528711,-0.317845906,-0.38559986
MRPL15,2.68E-20,-0.222312736,0.123,0.257,9.81E-16,0.424389941,0.362916317,-0.372234918,-0.440193505
PFDN4,5.06E-19,-0.222332668,0.128,0.261,1.85E-14,0.464778721,0.397531679,-0.332753764,-0.400628257
IMP3,1.89E-19,-0.22296445,0.188,0.341,6.92E-15,0.695361774,0.594921513,-0.157789187,-0.225540326
TENM3,3.79E-13,-0.223089313,0.14,0.246,1.39E-08,0.777093684,0.664892041,-0.109526621,-0.177248866
RHOA,8.45E-11,-0.223104441,0.36,0.508,3.09E-06,1.953619172,1.672837895,0.290839909,0.223453858
